cust_id,year,emp_length_int,home_ownership,home_ownership_cat,income_category,income_cat,loan_amount,loan_term,loan_term_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,Account No,Transation_Date,TRANSACTION DETAILS, WITHDRAWAL AMT , DEPOSIT AMT ,BALANCE AMT,Surname,CreditScore,Geography,EstimatedSalary,Taxrating_2019,Taxrating_2018,Taxrating_2017
8825,2011,3,MORTGAGE,3,Low,1,35000, 60 months,2,credit_card,1,High,2,Bad Loan,1,16.49,D,4,26.51,5336.96,1546.02,1902.12,860.28,409000008824,9-Aug-18,Indiaforensic RUPAY STL INTC0908,28.62,,-542598138.99,Doyle,643,Spain,41549.64,1,1,0
8826,2011,10,MORTGAGE,3,Low,1,9000, 60 months,2,home_improvement,7,High,2,Good Loan,0,16.89,D,4,2.88,11557.98,7299.56,0,223.15,409000008825,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,000.00",,-542603138.99,Ajuluchukwu,611,Germany,138656.81,1,1,0
8827,2011,7,RENT,1,Low,1,13000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.29,E,5,12.38,17629.62,10465.22,0,339.31,409000008826,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"1,000.00",,-542604138.99,Ikemefuna,412,France,12510.53,1,1,0
8828,2011,8,MORTGAGE,3,Low,1,7200, 36 months,1,home_improvement,7,High,2,Good Loan,0,14.79,C,3,14.69,8953.620217,7200,0,248.86,409000008827,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"2,000.00",,-542606138.99,Fowler,638,Spain,43889.41,1,1,0
8829,2011,9,MORTGAGE,3,Low,1,11000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,6.99,A,1,19.48,11900.22,10999.99,0,339.6,409000008828,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"2,000.00",,-542608138.99,Liao,824,Spain,192800.25,1,1,0
8830,2011,6.05,MORTGAGE,3,Low,1,1000, 36 months,1,major_purchase,8,High,2,Bad Loan,1,13.49,C,3,4.49,135.04,91.85,0,33.94,409000008829,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,000.00",,-542613138.99,Onuora,683,France,75762.00,1,1,0
8831,2011,5,RENT,1,Low,1,14750, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,24,17033.43,12224.87,0,328.04,409000008830,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"2,000.00",,-542615138.99,Aksenov,562,Germany,9854.72,1,1,0
8832,2011,2,MORTGAGE,3,Low,1,14400, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,8.66,14924.6,14400,0,434.31,409000008831,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,000.00",,-542620138.99,Trevisani,599,France,115724.78,1,1,0
8833,2011,10,RENT,1,Low,1,14000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,12.97,16166.36,11602.65,0,311.36,409000008832,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"9,000.00",,-542629138.99,Wood,753,France,106303.40,1,1,0
8834,2011,10,OWN,2,Low,1,4100, 36 months,1,home_improvement,7,High,2,Good Loan,0,13.49,C,3,14.42,4981.514097,4100,0,139.12,409000008833,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542637138.99,Lombardo,594,France,183868.01,1,1,0
8835,2011,10,MORTGAGE,3,Low,1,5000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.79,C,3,17.2,5502.68,5000,0,172.82,409000008834,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"3,000.00",,-542640138.99,Walpole,657,France,153895.46,1,1,0
8836,2011,8,OWN,2,Low,1,5100, 60 months,2,car,2,Low,1,Good Loan,0,11.49,B,2,10.62,5802.86,4222.19,0,112.14,409000008835,9-Aug-18,Indiaforensic NFS SETT 07-08-201,500,,-542640638.99,Chikwendu,716,Spain,66695.71,1,1,0
8837,2011,6,RENT,1,Low,1,7200, 36 months,1,small_business,3,Low,1,Bad Loan,1,11.99,B,2,4.99,1195.25,852.51,0,239.11,409000008836,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"4,000.00",,-542644638.99,Ko,850,France,173851.11,1,1,0
8838,2011,2,MORTGAGE,3,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,10.99,B,2,23.46,8509.48,6863.39,0,327.34,409000008837,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"1,500.00",,-542646138.99,Steigrad,664,France,177423.02,1,1,0
8839,2011,10,MORTGAGE,3,Medium,2,35000, 60 months,2,major_purchase,8,High,2,Good Loan,0,19.29,E,5,22.88,46739.07,34999.99,0,913.52,409000008838,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"1,000.00",,-542647138.99,Isayeva,558,France,109096.71,1,1,0
8840,2011,6,MORTGAGE,3,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,8.03,10697.26,10000,0,301.6,409000008839,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"9,000.00",,-542656138.99,Boni,606,Germany,166656.18,1,1,0
8841,2011,3,MORTGAGE,3,Low,1,7000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,15.3,7835.588453,7000,0,217.72,409000008840,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-542666138.99,Anayolisa,776,Spain,176921.00,1,1,0
8842,2011,5,MORTGAGE,3,Low,1,25000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,18.39,E,5,5.17,31240.34,25000,0,640.16,409000008841,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,500.00",,-542674638.99,Fallaci,557,Spain,98413.10,1,1,0
8843,2011,10,MORTGAGE,3,Low,1,6000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,15.62,D,4,2.1,7548.786946,6000,0,209.82,409000008842,9-Aug-18,Indiaforensic NFS SETT 07-08-201,200,,-542674838.99,Fenton,614,France,77500.81,1,1,0
8844,2011,7,MORTGAGE,3,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,14.79,C,3,23.78,24135.04,15978.46,0,473.6,409000008843,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542682838.99,Chao,620,Spain,119747.08,1,1,0
8845,2011,2,RENT,1,Low,1,7600, 60 months,2,other,4,High,2,Bad Loan,1,16.49,D,4,20.5,6816.73,3149.25,782.23,186.81,409000008844,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"6,000.00",,-542688838.99,Osinachi,695,Spain,160387.98,1,1,0
8846,2011,8,MORTGAGE,3,Low,1,2500, 36 months,1,home_improvement,7,Low,1,Good Loan,0,6.99,A,1,28.58,2777.87255,2500,0,77.19,409000008845,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,000.00",,-542693838.99,Chu,729,Germany,193715.00,1,1,0
8847,2011,6.05,MORTGAGE,3,Low,1,25000, 60 months,2,other,4,High,2,Bad Loan,1,13.49,C,3,10.9,1723.56,891.26,0,575.12,409000008846,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"7,600.00",,-542701438.99,Obiuto,571,France,28045.77,1,1,0
8848,2011,4,RENT,1,Low,1,10000, 36 months,1,credit_card,1,Low,1,Good Loan,0,10.99,B,2,20.94,11777.22758,10000,0,327.34,409000008847,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,000.00",,-542706438.99,Chu,457,France,150757.35,1,1,0
8849,2011,1,RENT,1,Low,1,9500, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,9.9,10362.86,9500,0,288.97,409000008848,9-Aug-18,Indiaforensic NFS SETT 07-08-201,400,,-542706838.99,Nash,559,France,82252.28,1,1,0
8850,2011,4,RENT,1,Low,1,15000, 60 months,2,major_purchase,8,Low,1,Good Loan,0,10.59,B,2,12.86,19006.69906,15000,0,323.08,409000008849,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,500.00",,-542712338.99,Hixson,664,France,154395.56,1,1,0
8851,2011,7,RENT,1,Medium,2,25000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,8.49,A,1,6,25942.76,25000,0,789.08,409000008850,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"7,000.00",,-542719338.99,Fiorentini,500,Spain,83866.35,1,1,0
8852,2011,3,MORTGAGE,3,Low,1,1500, 36 months,1,major_purchase,8,Low,1,Good Loan,0,5.99,A,1,1,1600.79,1500,0,45.63,409000008851,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,900.00",,-542728238.99,Chidimma,782,Germany,39830.10,1,1,0
8853,2011,10,RENT,1,Medium,2,21000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,15.99,D,4,22.27,26754.51,21000,0,510.57,409000008852,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,600.00",,-542736838.99,Chiazagomekpere,708,Spain,12429.22,1,1,0
8854,2011,5,MORTGAGE,3,Medium,2,20000, 60 months,2,home_improvement,7,High,2,Good Loan,0,16.49,D,4,8.82,23046.53,20000,0,491.59,409000008853,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542744838.99,Laura,681,France,18772.50,1,1,0
8855,2011,10,MORTGAGE,3,Low,1,25000, 60 months,2,medical,9,Low,1,Good Loan,0,11.99,B,2,25.74,28358.01,20222.46,0,555.99,409000008854,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,600.00",,-542750438.99,Wu,674,Spain,9574.83,1,1,0
8856,2011,3,MORTGAGE,3,Low,1,5400, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,10.99,B,2,4.25,2738.92,2252.39,9.43,176.77,409000008855,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542758438.99,Toscani,697,Spain,188486.94,1,1,0
8857,2011,2,RENT,1,Low,1,9000, 36 months,1,moving,10,Low,1,Bad Loan,1,6.99,A,1,15.55,4214.8,3275.23,328.54,277.86,409000008856,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-542768438.99,McMillan,774,France,64716.08,1,1,0
8858,2011,10,RENT,1,Low,1,13500, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,19.69,E,5,15.08,4590.13,1592.71,697.01,355.35,409000008857,9-Aug-18,Indiaforensic NFS SETT 07-08-201,300,,-542768738.99,Chiekwugo,624,France,84749.96,1,1,0
8859,2011,0.5,MORTGAGE,3,Low,1,13000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,21.64,14339.61,13000,0,419.42,409000008858,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,100.00",,-542776838.99,Hendley,747,Spain,180551.76,1,1,0
8860,2011,5,MORTGAGE,3,Low,1,23600, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,19.94,26944.17,19596.91,0,518.91,409000008859,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"3,000.00",,-542779838.99,Birnie,715,France,60907.49,1,1,0
8861,2011,10,MORTGAGE,3,Low,1,10000, 36 months,1,small_business,3,Low,1,Good Loan,0,7.49,A,1,0.88,11002.39,10000,0,311.02,409000008860,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,700.00",,-542788538.99,Kemp,808,France,174107.04,1,1,0
8862,2011,3,RENT,1,Low,1,5000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,12.99,C,3,0.52,6060.221443,5000,0,168.45,409000008861,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"6,000.00",,-542794538.99,Johnstone,678,France,110405.90,1,1,0
8863,2011,7,MORTGAGE,3,Medium,2,35000, 36 months,1,other,4,Low,1,Good Loan,0,7.49,A,1,1.06,39117.9924,35000,0,1088.56,409000008862,9-Aug-18,Indiaforensic NFS SETT 07-08-201,500,,-542795038.99,Lo Duca,813,Germany,187636.06,1,1,0
8864,2011,3,RENT,1,Low,1,2000, 36 months,1,other,4,Low,1,Good Loan,0,10.99,B,2,24.71,2310.47,2000,0,65.47,409000008863,9-Aug-18,Indiaforensic NFS SETT 07-08-201,100,,-542795138.99,Montgomery,687,Spain,66580.13,1,1,0
8865,2011,6,RENT,1,Low,1,16000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,14.27,18079.75,16000,0,523.75,409000008864,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"7,000.00",,-542802138.99,Miller,832,France,178779.52,1,1,0
8866,2011,8,MORTGAGE,3,Medium,2,15000, 36 months,1,credit_card,1,High,2,Good Loan,0,15.62,D,4,14.15,18444.67,15000,0,524.55,409000008865,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,400.00",,-542807538.99,Chiemezie,668,France,70783.61,1,1,0
8867,2011,4,MORTGAGE,3,Low,1,7125, 36 months,1,credit_card,1,Low,1,Good Loan,0,9.99,B,2,9.68,8269.461781,7125,0,229.88,409000008866,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542815538.99,Wright,526,Germany,46772.36,1,1,0
8868,2011,10,MORTGAGE,3,Medium,2,35000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,17.13,35335.32,35000,0,769.57,409000008867,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"9,000.00",,-542824538.99,Shaw,457,France,163327.27,1,1,0
8869,2011,5,RENT,1,Low,1,6000, 36 months,1,car,2,Low,1,Good Loan,0,6.99,A,1,11.94,6664.71923,6000,0,185.24,409000008868,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"2,000.00",,-542826538.99,Chapman,649,Spain,103760.53,1,1,0
8870,2011,2,RENT,1,Low,1,7000, 36 months,1,medical,9,High,2,Good Loan,0,13.99,C,3,1.91,7082.59,7000,0,239.21,409000008869,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"9,500.00",,-542836038.99,Y?an,669,France,107839.03,1,1,0
8871,2011,5,MORTGAGE,3,Medium,2,6500, 60 months,2,car,2,Low,1,Good Loan,0,8.49,A,1,14.28,7518.33,6500,0,133.33,409000008870,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"6,000.00",,-542842038.99,Clark,668,France,32900.41,1,1,0
8872,2011,2,RENT,1,Low,1,5000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,6.21,6024.761097,5000,0,168.45,409000008871,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"9,000.00",,-542851038.99,Howells,466,France,193984.60,1,1,0
8873,2011,2,RENT,1,Low,1,20000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,17.81,23670.87,20000.01,0,430.78,409000008872,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"7,000.00",,-542858038.99,Gamble,685,France,140889.32,1,1,0
8874,2011,10,RENT,1,Low,1,20000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,8.8,23080.36,16565.7,0,444.79,409000008873,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-542868038.99,Rogers,610,France,125646.82,1,1,0
8875,2011,3,RENT,1,Low,1,22000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,8.94,24643.7,22000,0,715.99,409000008874,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"7,000.00",,-542875038.99,McMillan,582,Germany,20344.02,1,1,0
8876,2011,10,MORTGAGE,3,Low,1,14300, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,20.25,F,6,20.72,19385.92,11129.02,0,380.86,409000008875,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,500.00",,-542883538.99,Brown,702,Germany,174268.87,1,1,0
8877,2011,2,RENT,1,Low,1,5600, 36 months,1,wedding,5,Low,1,Good Loan,0,11.99,B,2,9.54,6667.43545,5600,0,185.98,409000008876,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542891538.99,Robertson,556,Spain,108500.66,1,1,0
8878,2011,0.5,RENT,1,Low,1,3000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,5.85,3531.942083,3000,0,98.21,409000008877,9-Aug-18,Indiaforensic NFS SETT 07-08-201,500,,-542892038.99,Thomas,812,Spain,83247.14,1,1,0
8879,2011,10,RENT,1,Low,1,5000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,22.06,5428.19,5000,0,170.87,409000008878,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-542902038.99,Hsing,645,Germany,121840.20,1,1,0
8880,2011,7,RENT,1,Low,1,18000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,18.79,E,5,11.65,20679.02,18000,0,464.86,409000008879,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"3,000.00",,-542905038.99,Chiu,809,France,132908.07,1,1,0
8881,2011,2,RENT,1,Low,1,6000, 36 months,1,other,4,Low,1,Good Loan,0,7.49,A,1,25.77,6684.89,6000,0,186.61,409000008880,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542913038.99,Chang,560,France,100075.10,1,1,0
8882,2011,10,OWN,2,Low,1,7000, 36 months,1,major_purchase,8,High,2,Bad Loan,1,15.99,D,4,12.28,2460.7,1615.52,11.2,246.07,409000008881,9-Aug-18,Indiaforensic NFS SETT 07-08-201,500,,-542913538.99,Kornilova,744,France,119327.75,1,1,0
8883,2011,2,RENT,1,Low,1,21000, 60 months,2,small_business,3,High,2,Bad Loan,1,20.25,F,6,14.53,11570.27,4530.77,944.14,559.3,409000008882,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-542923538.99,Chifo,731,Spain,136737.13,1,1,0
8884,2011,1,MORTGAGE,3,Low,1,17000, 60 months,2,credit_card,1,Low,1,Good Loan,0,10.99,B,2,25.33,19940.92,17000,0,369.54,409000008883,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"9,000.00",,-542932538.99,Lu,471,Spain,22356.97,1,1,0
8885,2011,0.5,RENT,1,Low,1,5000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,22.77,5596.814426,5000,0,155.51,409000008884,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-542942538.99,Bellucci,686,Germany,10137.34,1,1,0
8886,2011,6,RENT,1,Low,1,10500, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,19.81,12435.675,10500,0,348.71,409000008885,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"9,000.00",,-542951538.99,Michael,668,Spain,158379.25,1,1,0
8887,2011,6.05,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,6.2,10725.47,10000,0,304.18,409000008886,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542959538.99,Sinclair,575,France,94570.56,1,1,0
8888,2011,6,RENT,1,Low,1,11000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,8.96,12626.49,11000,0,365.31,409000008887,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,000.00",,-542964538.99,Chukwuebuka,435,Germany,980.93,1,1,0
8889,2011,7,OWN,2,Low,1,4400, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,22.55,5152.580528,4400,0,143.2,409000008888,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"9,000.00",,-542973538.99,Schmidt,743,France,95583.45,1,1,0
8890,2011,2,MORTGAGE,3,Low,1,6900, 36 months,1,major_purchase,8,Low,1,Good Loan,0,9.99,B,2,2.04,8009.605653,6900,0,222.62,409000008889,9-Aug-18,Indiaforensic NFS SETT 07-08-201,500,,-542974038.99,Parry,580,France,86044.98,1,1,0
8891,2011,10,MORTGAGE,3,Low,1,2000, 36 months,1,renewable_energy,13,Low,1,Good Loan,0,5.42,A,1,15.49,2170.772877,2000,0,60.32,409000008890,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-542982038.99,McIntyre,599,Germany,166236.38,1,1,0
8892,2011,4,RENT,1,Low,1,4800, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,7.38,5819.839743,4800,0,161.71,409000008891,9-Aug-18,Indiaforensic NFS SETT 07-08-201,300,,-542982338.99,Lo Duca,534,Spain,5240.53,1,1,0
8893,2011,0.5,RENT,1,Low,1,6000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,20.83,6477.98,6000,0,180.96,409000008892,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-542992338.99,Ferrari,680,France,150684.23,1,1,0
8894,2011,1,RENT,1,Low,1,10700, 60 months,2,small_business,3,High,2,Good Loan,0,17.99,E,5,10.32,14113.27,8660.4,0,271.66,409000008893,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"3,500.00",,-542995838.99,Berry,631,Spain,129508.96,1,1,0
8895,2011,0.5,RENT,1,Low,1,1500, 36 months,1,home_improvement,7,Low,1,Good Loan,0,11.49,B,2,9.88,1776.605687,1500,0,49.46,409000008894,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"5,000.00",,-543000838.99,Cattaneo,485,France,70665.16,1,1,0
8896,2011,1,OWN,2,Low,1,7000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,9.38,7461.69,7000,0,239.21,409000008895,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,500.00",,-543009338.99,Foster,699,France,102085.35,1,1,0
8897,2011,1,MORTGAGE,3,Low,1,29175, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,20.44,33718.8,24197.27,0,648.84,409000008896,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"7,800.00",,-543017138.99,Gordon,712,France,195052.12,1,1,0
8898,2011,6,RENT,1,Low,1,12800, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,16.17,13896.71373,12800,0,386.05,409000008897,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"7,800.00",,-543024938.99,May,603,France,93739.71,1,1,0
8899,2011,10,MORTGAGE,3,Medium,2,28000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,7.49,A,1,14.44,29454.31,28000.01,0,870.85,409000008898,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,900.00",,-543033838.99,Cameron,850,France,65612.12,1,1,0
8900,2011,5,RENT,1,Low,1,5000, 36 months,1,credit_card,1,Low,1,Good Loan,0,7.49,A,1,14.46,5589.140617,5000,0,155.51,409000008899,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,500.00",,-543042338.99,Ch'eng,584,France,160095.48,1,1,0
8901,2011,2,RENT,1,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.49,D,4,14.71,28652.86124,20000,0,491.59,409000008900,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"4,000.00",,-543046338.99,Curtis,604,France,49506.82,1,1,0
8902,2011,4,RENT,1,Low,1,24000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.49,D,4,19.53,30089.95,24000,0,589.91,409000008901,9-Aug-18,Indiaforensic NFS SETT 07-08-201,500,,-543046838.99,Whitehead,586,France,92406.22,1,1,0
8903,2011,10,RENT,1,Low,1,28000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,20.25,F,6,15.77,40228.13602,28000,0,745.73,409000008902,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-543056838.99,Chukwuemeka,467,Spain,7415.96,1,1,0
8904,2011,8,RENT,1,Low,1,5000, 36 months,1,medical,9,Low,1,Good Loan,0,10.59,B,2,7.85,5855.584214,5000,0,162.73,409000008903,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"3,800.00",,-543060638.99,Onwughara,520,France,25059.06,1,1,0
8905,2011,3,RENT,1,Low,1,8000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,13.32,8913.62,8000,0,248.82,409000008904,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"4,000.00",,-543064638.99,Grant,683,Spain,116816.54,1,1,0
8906,2011,2,RENT,1,Low,1,6000, 36 months,1,small_business,3,Low,1,Good Loan,0,12.99,C,3,8.73,7137.55,6000,0,202.14,409000008905,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"2,500.00",,-543067138.99,Browne,557,France,144078.02,1,1,0
8907,2011,7,MORTGAGE,3,Low,1,6000, 36 months,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,22.69,7324.873437,6000,0,203.59,409000008906,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"4,000.00",,-543071138.99,Goloubev,613,Spain,126675.62,1,1,0
8908,2011,8,MORTGAGE,3,Medium,2,5000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,7.49,A,1,3.43,5596.299825,5000,0,155.51,409000008907,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,500.00",,-543079638.99,Gordon,786,France,183682.09,1,1,0
8909,2011,6,OWN,2,Low,1,19000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,22.36,22024.66,19000,0,621.95,409000008908,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"10,000.00",,-543089638.99,Sutherland,593,Spain,166850.57,1,1,0
8910,2011,10,OWN,2,Low,1,12000, 60 months,2,credit_card,1,High,2,Good Loan,0,17.99,E,5,15.91,15596.9,12000,0,304.66,409000008909,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-543097638.99,Quesada,670,Spain,27359.19,1,1,0
8911,2011,4,RENT,1,Low,1,2400, 36 months,1,other,4,Low,1,Good Loan,0,5.99,A,1,11.04,2514.98,2400,0,73.01,409000008910,9-Aug-18,Indiaforensic NFS SETT 07-08-201,500,,-543098138.99,Wright,657,Germany,101314.65,1,1,0
8912,2011,3,OWN,2,Low,1,6000, 36 months,1,credit_card,1,High,2,Good Loan,0,13.99,C,3,11.71,7362.924789,6000,0,205.04,409000008911,9-Aug-18,Indiaforensic NFS SETT 07-08-201,"8,000.00",,-543106138.99,Simmons,718,Germany,27979.16,1,1,0
8913,2011,10,MORTGAGE,3,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,24.42,11846.52836,10000,0,329.72,409000008912,9-Aug-18,Indiaforensic  RUPAY SETT 090818,"8,193.54",,-543114332.53,Yobachukwu,623,France,109470.34,1,1,0
8914,2011,3,RENT,1,Medium,2,12000, 36 months,1,wedding,5,Low,1,Good Loan,0,10.59,B,2,18.13,14020.44112,12000,0,390.54,409000008913,10-Aug-18,Indiaforensic NFS SETT 08-08-201,500,,-543114832.53,Read,496,France,93713.13,1,1,0
8915,2011,5,RENT,1,Low,1,6400, 36 months,1,other,4,Low,1,Good Loan,0,7.49,A,1,13.47,6981.98,6400,0,199.06,409000008914,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"4,500.00",,-543119332.53,Wunder,429,France,74870.99,1,1,0
8916,2011,4,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,22.45,11608.64037,10000,0,322.63,409000008915,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,000.00",,-543128332.53,Nnaife,606,France,192387.51,1,1,0
8917,2011,4,MORTGAGE,3,Low,1,13600, 36 months,1,credit_card,1,High,2,Good Loan,0,15.23,C,3,11.72,16757.8,13600,0,472.99,409000008916,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,500.00",,-543135832.53,Shen,499,France,73457.55,1,1,0
